﻿RecipeId,Name,CookTime,Images,RecipeCategory,Keywords,RecipeIngredientParts,AggregatedRating,ReviewCount,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeInstructions
192,Klasik Krem Çörekler,PT1H25M,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/2/picgmwTjd.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/2/piccqN85v.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/2/piceXLsg6.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/2/192.jpg"")",Hafif,"C (""Hızlı Ekmekler"", ""Ekmekler"", ""Tatlı"", ""Hafta Gecesi"", ""Fırın"", ""<4 saat"")","C (""çok amaçlı un"", ""granüle şeker"", ""kabartma tozu"", ""tuz"", ""tuzsuz tereyağı"", ""ağır krem"", ""yumurta"", ""vanilya özü"", ""Kriko"", ""kuru üzüm"",""yumurta"")",5,29,168.2,8.1,4.9,36.5,82.4,21.5,0.8,7.2,2.7,"C (""Fırını 425F'ye önceden ısıtın."", ""Bir fırın tepsisinde hafifçe tereyağlayın. Büyük bir kapta un, şeker, kabartma tozu ve tuzu karıştırın. Tereyağını 1/2 inç küplere kesin ve üzerine dağıtınUn karışımı, bir pasta blenderi veya iki bıçak kullanılmış makas modası, karışım kaba kırıntılara benzeyene kadar. "","" Küçük bir kasede krem, yumurta ve vanilya karıştırın. ""Un karışımına ve birleşene kadar karıştırın. "","" Akımları/kuru üzümleri (isteğe bağlı) karıştırın, hamuru hafifçe unlanmış bir kesme tahtası üzerinde 1/2 inç kalınlığa kadar patlatın. ""
""Unlu 2 1/2 inç çaplı yuvarlak bisküvi kesici veya bir bardak kullanarak, hamurdan mermi kesin ve hazırlanan fırın tepsisine yerleştirin. Hurdaları birlikte toplayın ve tüm hamur kullanılana kadar tekrarlayın."", ""İstenirse çöreklerin üstlerini yumurta karışımı ile hafifçe fırçalayın. "","" 13-15 dakika veya hafifçe kızarana kadar pişirin.Bir spatula kullanarak, çörekleri soğutmak için tel ızgaraya aktarın. "","" Sıcak veya tamamen soğutun ve hava geçirmez bir kapta saklayın. "",,
""Yaklaşık 14 çörek yapar."", ""Varyasyon: Kuru malzemelere yaklaşık 1 1/2 çay kaşığı rendelenmiş limon kabuğu ekleyin."", ""Varyasyonum: Klasik Çörekler 280 gram çok amaçlı un 65 g Granüle Şeker 2 çay kaşığı Kırık Tozu 1/8 çay kaşığı tuz 110 g tuzsuz tereyağı, soğutulmuş 6 yemek kaşığı süt 1 büyük yumurta 1 çay kaşığı vanilya şekeri 125 g kurken fırını 220c'ye kadar ısıtın."
193,Çin tavuğu,PT1H55M,character(0),Bütün Tavuk,"C (""Tavuk"", ""Kümes hayvanları"", ""et"", ""Çince"", ""Asya"", ""yüksek protein"", ""ücretsiz ..."", ""yüksek ..."", ""hafta içi"", ""Fırın"", ""<4 saat"")","C (""tavuk"", ""domates sosu"", ""soya sosu"", ""kuru şeri"", ""beyaz sirke"", ""biber tozu"", ""sarımsak"", ""yeşil zencefil"")",4.5,3,373.4,21.8,6.3,103.5,491.8,13.5,2.3,1.2,28,"C (""Yıkama ve kuru tavuk."", ""Geri kalan malzemeleri birleştirin ve iyice karıştırın."", ""Tavuğu ekleyin, turşu ile iyice kaplayın. Birkaç saat veya gece boyunca buzdolabında durmaya izin verin."", ""Tavuk yerleştirin.Bir pişirme kabına ve turşunun üzerine dökün. """
194,Klasik tavuk ve hindistancevizi çorbası,PT1H27M,character(0),Tavuk göğsü,"C (""tavuk"", ""kümes hayvanları"", ""hindistancevizi"", ""meyve"", ""fındık"", ""et"", ""çok düşük karbonhidratlar"", ""hafta içi"", ""<4 saat"", ""kolay"")","C (""Tavuk Suyu"", ""Şekersiz Hindistan cevizi Sütü"", ""Taze Lemongrass"", ""Tavuk Göğsü"", ""Lime Juice"", ""Jalapeno Şili"", ""Taze Kirantı"")",4.5,4,587.8,52,41.2,46.4,836.8,11.8,0.1,0.9,24.5,"C (""İlk 3 malzemeyi ağır orta tencerede kaynatmak için getirin."", ""Azaltın"", ""Tavuk ekleyin ve neredeyse pişene kadar pişirin, ara sıra dönen, yaklaşık 12 dakika."", ""Tavuğu tabağa aktarın; soğutun."", ""Tavuk derisini ve kemiklerini çıkarın."", ""Et 1/2 inç parçalara ayırın."", ""Çorbayı elekten küçük tencereye süzün."", ""1 çorba kaşığı kireç suyu ve jalapeno'yu çorbaya ekleyin ve 2'ye indirilinceye kadar pişirinBardaklar, yaklaşık 20 dakika. "","" Tavuk ekleyin ve sadece ısınmak için pişirin. "","" Tat, istenirse daha fazla limon suyu ekleyin. "",,
""Kasabaya çorbaya kepçe."", ""Taze kişnişle serpin."")"
195,Çin sıcak ve ekşi tavuk şehriye salatası,PT1H20M,character(0),Tavuk göğsü,"C (""tavuk"", ""kümes hayvanları"", ""et"", ""Çince"", ""Asya"", ""düşük kolesterol"", ""sağlıklı"", ""hafta içi"", ""<4 saat"")","C (""tavuk göğsü"", ""kuru linguine"", ""biber"", ""pirinç sirkesi"", ""elma sirkesi"", ""soya sosu"", ""taze kişniş"", ""salatalık"")",5,1,340.7,12.7,2.5,30.9,375.7,45,9.2,1.1,15.9,"C (""5-6 litre bir tavada, yaklaşık 3 litre su kaynatın."", ""Tavuk ekleyin, örtün ve kaynatın.En kalın kısımda, yaklaşık 20-25 dakika. "","" Tavuk kaldırın, serin ve ayırın.ve ertesi güne kadar soğutun. ""Yine iyi. "",
""Biber'den enkazları çıkarın."", ""6-8 \"" kızartma tavasında, biberleri kokulu olana kadar med-düşük ısı üzerinde kızartın, 2-3 dakika.;Sık sık sallayın. "","" Biberleri bir karıştırıcıya dökün ve ince öğütülene kadar koşturun. "","" Pan'a şövalye ve yağ ekleyin;Chiles sadece 3 dakika kahverengileşmeye başlayana kadar düşük ateşte pişirin.Salatalık ve tavukla ört.
"" - - - - - - - - - - - - - - - - - - Notlar: * Başlamak için sadece kemiksiz, derisiz tavuk göğsü kullanıyorum."")"
196,İstiridye - ıstakoz fırında,PT7H55M,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/6/196.jpg""",Vurgulamak,"C (""Sağlıklı"", ""ücretsiz ..."", ""Hafta Gecesi"")","C (""Patates Patates"", ""Tatlı Patates"", ""Mısır"", ""Soğan"", ""Tavuk Halves"", ""Canlı ıstakozlar"", ""İstiridye"")",5,1,990.1,30.8,8.4,357.7,704.2,71.1,7.3,9.6,107.2,"C (""En sevdiğiniz istiridye çorbasını meze olarak hazırlayın."", ""Clambake'i bol miktarda eritilmiş tereyağı, limon ve karpuz ile servis edin."", ""\"" Aşağıdaki ayrıntılı talimatlar kazın. "","" Bow şeklinde bir çukur 3 ft.Çap ve merkezde 1,5 feet derinlikte. ""çukur ve çıra kullanın. ""
""Cob-on-the-the-the-the-Cob (ipek çıkarılmış) ve yangın yanarken soğuk suda karışık yeşillikler emzir."", ""İstiridye yıkayın ve bir kenara koyun. Buz üzerinde ıstakozu soğutun. Soğanları soymak; uçları çıkarın. Yağ patates."",""Ateş yandıktan sonra, kayaların ısıyı kaybetmesini önlemek için hızlı çalışın. Kmbers'ı aşağı çekin."", ""Kaya tepesinde, aşağıdaki sırayla katman çukuru: Yeşillerin yarısı, ıslak cheesecloth, patates, mısır, soğan şeritleri, Tavuk yarıları, canlı ıstakoz ve istiridye. "","" Yiyecekleri kalan ıslak peynirli, sonra yeşilliklerle ört. "",
""Ağız çukuru ağır hizmet alüminyum folyo ile."", ""Çukuru hizalamak için kullanılan tüm tarafları alüminyum folyo kenarlarına sıkıştırın. Yiyeceklerin 40 ila 60 dakika pişmesine izin verin."", ""Yapıldığında yiyecekleri hemen çıkarın. Pişirme süreleri değişecektirKaya sıcaklığında. """
197,İç savaş pastası,PT1H23M,character(0),Tatlı,"C (""düşük protein"", ""sağlıklı"", ""hafta içi"", ""fırın"", ""<4 saat"")","C (""kuru üzüm"", ""su"", ""şeker"", ""kısaltma"", ""kek unu"", ""tuz"", ""tarçın"", ""kabartma tozu"", ""hindistan cevizi"", ""karanfil"")",5,2,871.4,26.6,6.6,0,616.1,155.8,3.9,83.8,8.1,"C (""Bir tencerede kuru üzüm, şeker, 1 su bardağı su, kısalma, tuz ve baharatları birleştirin."", ""Bir kaynamaya getirin, 3 dakika pişirin, ara sıra karıştırın, sonra ılık olana kadar soğutun, sonra diğer cp'yi ekleyin."","" 2 çayda çözün. ""55 dk.
""Bir tencerede 3/4 bardak kahverengi şeker 1/2 su bardağı 1/2 çay kaşığı tuzu birleştirin."", ""6 dakika pişirin."", ""Sık sık karıştırın., ""tereyağı."", ""sonra yavaş yavaş 21/4 bardak elenmiş şekerleme şekerinde karıştırın, pürüzsüz olana kadar atın."", ""1 çayda karıştırın."", ""Vanilya ve kek üzerine yay.Böyle küçük malzemelerle. "")"
198,Çin sıcak ve ekşi domuz çorbası,PT40M,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/8/picICZ80k.jpg""",Domuz eti,"C (""Et"", ""Çince"", ""Asya"", ""<60 dakika"")","C (""soya sosu"", ""beyaz biber"", ""yumurta ikamesi"", ""mısır nişastası"", ""bambu ateşi"", ""su kestanesi"", ""havuç"", ""shiitake mantar"", ""kek tofu"", ""beyaz sirke"",,""yeşil soğan"")",5,52,368.7,13,2.9,31.1,1459.3,32.1,3,10.5,31.6,"C (""Bir kaynamaya stok getirin."", ""Soya sosu, domuz eti, mantar ve şili macunu ekleyin. 10 dakika pişirin."", ""Biber, sirke, bambu sürgünleri, su kestaneleri, mantar ve tofu ekleyin.""""Mısır nişastası 2 yemek kaşığı su ile karıştırın.""""Doğranmış yeşil soğanlar garnitürüyle servis yapın."", ""Not: Biber, Şili ezmesi ve sirke tat için değiştirilebilir. Domuz eti atlayıp daha az yumurta kullanıyorum.""
)"
199,Narenciye camlı mangalda domuz filetosu,PT50M,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/9/picyeMlI7.jpg""",Domuz eti,"C (""et"", ""ücretsiz ..."", ""<60 dakika"", ""fırın"")","C (""kanola yağı"", ""soğan"", ""sarımsak"", ""chipotle biber"", ""arbol şili"", ""çatlak karabiber"", ""Worcestershire sosu"", ""barbekü sosu"", ""limon"", ""koşer tuzu"",""Zeytinyağı"", ""koşer tuzu"", ""çatlak karabiber"")",5,5,835.8,50.8,13.1,136.1,3187.2,47,2.6,30.9,46.7,"C (""Fırını 350 dereceye kadar önceden ısıtın."", ""Küçük bir tencerede kanola yağı ekleyin ve yarı saydam olana kadar soğan ve sarımsak sote et.Worcestershire sosu ve portakal suyu ile karabiber ve deglaze.Ve tuzla süzün ve bir kenara koyun. ""
""Büyük bir tabakada domuz filini zeytinyağı ile ovalayın ve tuz ve çatlamış biber ile mevsim ovalayın."", ""İç sıcaklık yaklaşık 140 derece olana kadar 350 derecelik bir fırında (yaklaşık 15 dakikada bir narenciye sırıyla basting) kızartın."","" Fırından çıkarın ve et yaklaşık 5 dakika ayarlayın, dilimleyin ve tadını çıkarın! "")"
200,Narenciye Tavuğu,PT4H40M,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/0/picj7Zloz.jpg""",Tavuk göğsü,"C (""tavuk"", ""kümes hayvanları"", ""et"", ""hafta içi"", ""broil/ızgara"", ""fırın"")","C (""tavuk göğsü yarısı"", ""limon suyu"", ""limon suyu"", ""şeker"", ""kurutulmuş kekik"")",5,15,167.7,10.2,2.4,46.4,46.1,3.6,0.1,2.2,15.3,"C (""Tavuk durulayın; Pat kurutun."", ""Tuz ve karabiber serpin."", ""Tavuğu sığ tabağa süzün.""Kekikte küçük kasede. "","" Tavuk çantası dökün. "","" Buzdolabında 4 ila 24 saat marinat. ""Orta kömürler 12 ila 15 dakika veya hassas olana kadar ve artık pembe olmayana kadar, bir kez dönüp yemek pişirmenin ilk yarısında turşusu ile fırçalama. "",
""Ya da, ısıtılmamış broyler tava 4 ila 5 inçlik ısı rafında 12 ila 15 dakikadan bir kez dönüyor ve yemek pişirmenin ilk yarısında turşusu ile ara sıra fırçalayın."", ""Kalan her türlü turşuyu atın."")"
201,Narenciye pişmiş halibut,PT1H15M,character(0),Brade freni,"C (""Yüksek Protein"", ""Sağlıklı"", ""Üstelik ..."", ""Yüksek ..."", ""Hafta Gecesi"", ""Fırın"", ""<4 saat"")","C (""halibut biftek"", ""tereyağı"", ""soğan"", ""sarımsak karanfilleri"", ""taze maydanoz"", ""tuz"", ""karabiber"", ""taze limon suyu"")",4.5,4,755,22.2,8.8,176.1,918,36.8,1.9,29.4,97.7,"C (""Fırın pişirme:"", ""Kağıt havlu kullanılarak soğuk suda durulayın ve kurutun."", ""9 \"" x 13 \ ""fırın geçirmez pişirme kabında.""""Bir tavada tereyağı, soğan ve sarımsak ekleyin.""Küçük bir kase, portakal suyu ve limon suyunu karıştırın. "","" Suyu biftek üzerine serpin, ancak soğan/sarımsak karışımını yıkamamaya dikkat edin. "",,
""Önceden ısıtılmış 400 derecelik Fahrenheit Fırını 20 ila 22 dakika pişirin, yaklaşık 10 dakika pişirme süresinde dönün."", ""Zaman sona erene kadar veya balık pulları bir çatalla kolayca pullara kadar pişirmeye devam edin."", ""Balıkları aşırı pişirmeyin."","" Balık üzerine sıcak meyve suları kaşık. "","" Bir kerede servis yapın. "","" Mikrodalga pişirme: "","" Yukarıdaki gibi balık ve soğan/sarımsak hazırlayın ve düzenleyin. "","" Portakal suyunu 2 yemek kaşığı azaltın. "","" Kapak. ""açık plastik sargılı balık. "","" 4 dakika boyunca yüksek (tam güç) üzerinde pişirin. "","" Balıkları çevirin ve yüksekte 3 ila 4 dakika daha (tam güç) veya balık pulları ile kolayca pişirinçatal."",
""Balıkların üzerine kaşık ve bir kerede servis yapın."", ""İstenirse tartar sosu ile servis yapın."")"
203,Çin erik sosu,PT1H55M,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/3/picOx4nYS.jpg""",Denizler,"C (""erik"", ""meyve"", ""Çince"", ""Asya"", ""Düşük Protein"", ""Düşük Kolesterol"", ""Sağlıklı"", ""Boş ..."", ""Hafta Gecesi"", ""<4 saat"")","C (""erik"", ""soğan"", ""su"", ""gingerroot"", ""sarımsak"", ""granüle şeker"", ""pirinç sirkesi"", ""elma şarabı"", ""tarçın"", ""cayanne biberi"",""karanfil"")",4.5,16,316.1,1,0.1,0,295.1,79.7,5.6,71.9,2.8,"C (""Büyük ağır tencerede, erik, soğan, su, zencefil ve sarımsak orta ateşte kaynatmak için getirin; örtün, ısıyı alçak ve pişirin, erik ve soğan yaklaşık 30 dakika çok hassas olana kadar karıştırın."",""Yiyecek değirmeni veya elekten bastırın ve temiz tavaya geri dönün; şeker, sirke, kişniş, tuz, tarçın, biber ve karanfil içinde karıştırın."", ""Kaynatın, karıştırın;, yaklaşık 45 dakika. ""
""Yaklaşık 4 fincan yapar"")"
204,Çin köfteleri,PT1H48M,character(0),Domuz eti,"C (""Et"", ""Çince"", ""Asya"", ""Haftam Gecesi"", ""<4 saat"")","C (""Karides"", ""Su Kestanesi"", ""Yeşil Soğan"", ""Soya Sosu"", ""Beyaz Şarap"", ""Tuz"", ""Mısır Starch"", ""Yumurta"", ""Tavuk Suyu"", ""Napa Lahana"")",5,7,230.3,11.1,2.6,115.4,1114.8,7,0.3,1.4,23.9,"C (""Domuz eti, karides, su kestanesi, zencefil, yeşil soğan, 1 yemek kaşığı soya sosu, şarap, tuz, 1/2 çay kaşığı şeker, 1 çorba kaşığı mısır nişastası ve yumurta."", ""On iki köfte yapın."", ""Isı yağı yapın.Wok. ""TSP Şeker.
""Yapraklı üstleri ikiye bölün."", ""Köfte üzerine yerleştirin; örtün ve 10 dakika daha pişirin. Köfteleri ve lahanı servis tabağına aktarın."", ""2 çorba kaşığı mısır nişastası ve 3 çorba kaşığı suyu karıştırın ve hafif kalınlaşana kadar pişirene kadar tava sularına karıştırın"","" Susam yağı ekleyin ve köfte üzerine servis yapın. "")"
205,Tarçın köri pirinç,PT15M,character(0),Pirinç,"""<15 dakika""","C (""soğan"", ""patates"", ""havuç"", ""elma"", ""köri tozu"", ""un"", ""sarımsak"", ""su"", ""tereyağı"", ""pirinç"", ""tarçın"")",5,1,3892.1,94.2,39.2,269.6,630.4,647.4,42.6,39.6,110.7,"C (""Tarçın 2 su bardağı suda kaynatın, 1 su bardağına düşürülene kadar kaplı pişirin; süzün, posayı atın, et suyu ayırın.Köri tozunu karıştırın ve daha sonra biraz stok veya su ekleyin;Ayrı bir wok veya tavada, sarımsak ile birlikte biraz yağda kızartma dilimlenmiş domuz eti., birkaç dakika pişirin, sonra pirinç üzerinde servis yapın. ""
)"
206,Chicoly Adam Ekmekleri,PT50M,character(0),Hafif,"C (""Hızlı Ekmekler"", ""Ekmekler"", ""Yüksek ..."", ""<60 dakika"", ""Fırın"")","C (""çok amaçlı un"", ""kabartma tozu"", ""şeker"", ""tuz"", ""tereyağı"", ""yumurtalar"", ""çikolata parçaları"")",5,1,375,21.1,10.9,89.8,443.9,41,2.5,10.3,7.6,"C (""Fırını 425 derece Fahrenheit'e önceden ısıtın."", ""Un, kabartma tozu, şeker ve tuzu birleştirin."", ""Ders yemeğine benzeyene kadar tereyağında kesin."", ""2 yumurta ekleyin (1 yumurta daha sonra kullanım için ayrılır), badem ekstresi ve krem. "", Yumuşak hamur oluşana kadar karıştırın.""Pişirme spreyi ile kaplanmış pişirme tavasına yerleştirin."", ""Hafifçe kızarana kadar 10 dakika pişirin."", ""Sıcak servis yapın.""
)"
207,Tarçın elma salatası,PT20M,character(0),Elma,"C (""Meyve"", ""<30 dakika"")","C (""kaynar su"", ""limon jelatin"", ""elma püresi"", ""krem peynir"", ""mayonez"", ""cevizler"", ""kereviz"")",5,1,237,17.4,5.9,31.2,228.8,19.2,1,10.1,3,"C (""Bir kasede, şekerleri suda çözün (erimiş olana kadar sıcak tutun). Jelatin ekleyin ve çözmek için karıştırın. Elma püresi içinde karıştırın ve yarısını yapışmaz pişirme spreyi ile hafifçe kaplanmış 9 \ kare bir tavaya dökün., ""Firma olana kadar soğutun."", ""Kalan jelatin karışımını oda sıcaklığında bir kenara koyun ve ayarlayın. Bu arada, kalan malzemeleri birleştirin ve soğutulmuş jelatin karışımına yayın. Krem peynir katmanı üzerine kalan jelatin karışımını dikkatlice dökün.""9 Porsiyon Bu tarif Lisa Andis tarafından Reminisce dergisine gönderildi. ""
)"
208,Tıknaz domates peyniri turtası,PT1H15M,character(0),Peynir,"C (""Yüksek ..."", ""Hafta Gecesi"", ""Fırın"", ""<4 saat"")","C (""Domates"", ""Çedar Peynir Küpleri"", ""Çok Amaçlı Un"", ""Şeker"", ""Tuz"", ""Çedar Peyniri"")",5,2,444.6,28.8,14,56.1,1340.5,29.4,2.2,5.7,17.6,"C (""Fırını 375 derece Fahrenheit'e önceden ısıtın."", ""4 domates küplerine kesin; kalan domatesleri dilimleyin."", ""Hafif unlanmış bir yüzeyde hamur işçiliğine yerleştirin; 9 inç turta kabına sığar; flüt kenarları.""Büyük bir kapta domates küplerini, peynir küplerini, ekmek kırıntılarını, un, şeker ve tuzu birleştirin. İyi harmanlanana kadar fırlatın."","" Fırından çıkarın ve domates dilimleri ile süsleyin. "","" Peynir şeritleri ekleyin. "","" Fırına dönün. ""
)"
209,Çikolatalı ekmek ve tereyağı pudingi,PT1H15M,character(0),Tatlı,"C (""Hafta Gecesi"", ""Fırın"", ""<4 saat"")","C (""tereyağı"", ""çikolata parçaları"", ""yumurta"", ""süt"", ""şeker"", ""Sherry şarabı"", ""vanilya"")",3,1,433.4,22.4,12.7,136.8,378.1,46.8,1.7,22.1,10.7,"C (""Ekmekten kabukları kesin."", ""Tereyağı ve ekmek, üçgenlere bölün ve fırın geçirmez bir tabakta çikolata ile katmanla.""Sıvı tamamen emmek için 15 dakika bekletin."
210,Noel Snow Punch,PT15M,character(0),Yumruk içecek,"C (""İçecekler"", ""Kış"", ""Noel"", ""<15 dakika"", ""büyük gruplar için"", ""Kolay"")","""vanilyalı dondurma""",5,9,42,2,1.2,7.9,15.7,5.8,0.1,5.2,0.6,"C (""Punch Bowl'da, hi-c hula yumruk, sprite ve dondurmayı birleştirin."", ""İyice karıştırın ve soğutun."
211,Noel kızılcık salatası,PT8H5M,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/21/1/ZDQGnHD7T6y1qbcy5HxK_DSC_0665.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/21/1/bGZIkSdZQySHt9FSYaFG_DSC_0661.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/21/1/hCDvsiS5eJ62vnH7l1Mw_DSC_0666.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/21/1/picXAbFmF.jpg"",
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/21/1/pichoVubc.jpg"")",Düşük protein,"C (""Noel"", ""Kolay"")","C (""kızılcık"", ""minyatür marshmallow"", ""şeker"", ""elma"", ""çekirdeksiz üzüm"", ""Cevizler"", ""Tuz"")",5,28,316.9,15.9,7.3,40.8,100.3,44.9,2.5,35.5,2.3,"C (""Marshmallow'u ve kızılcıkları şekerle örtün; gece boyunca soğutun."", ""Elma, üzüm, ceviz, tuz ve krem ​​ekleyin."", ""Hizmet etmeye hazır olana kadar soğutun."")"
212,Çikolatalı karameller,PT30M,character(0),Broil/ızgara,"C (""<30 dakika"", ""fırın"", ""soba üstü"")","C (""şeker"", ""kahverengi şeker"", ""tuz"", ""mısır şurubu"", ""ağır krem"", ""vanilya"", ""tereyağı"")",5,1,349.2,18.3,8,28.5,149.1,47.7,2,35.4,3.2,"C (""Medim ısı üzerinde bir sos tavasında, doğranmış çikolata, şeker, tuz, şurup ve krem ​​ekleyin."", ""5 dakika örtün ve kaynatın.(248 derece Fahrenheit). "","" Isıdan çıkarın. "","" Tatlandırma ekleyin ve iyi harmanlanana kadar karıştırın. ""kareler. "")"
213,Çikolata kuru üzüm çip kurabiyeleri,PT57M,character(0),Çerezleri bırak,"C (""tatlı"", ""kurabiye ve kek"", ""<60 dakika"", ""fırın"")","C (""kahverengi şeker"", ""şeker"", ""kanola yağı"", ""vanilya"", ""su"", ""un"", ""kabartma tozu"", ""kuru üzüm"", ""Cevizler"")",4,1,83.5,3.1,0.6,0.1,28.2,13.5,0.5,8.7,1.2,"C (""Fırını 375F'ye önceden ısıtın."", ""Şekerleri ve yağı birleştirin; iyice karıştırın."", ""Vanilya ve yumurta beyazlarını ekleyin; iyice çırpın.Kabartma tozu ve kakao tozu ekleyin. "","" Çikolata parçaları, kuru üzüm ve fındık karıştırın. ""Raflarda hemen serin; "","" Yaklaşık 60 kurabiye yapar. "")"
214,Çikolata çikolata kekleri,PT1H32M,character(0),Tatlı,"C (""Sağlıklı"", ""Haftam Gecesi"", ""Fırın"", ""<4 saat"")","C (""su"", ""yumurta"", ""yağsız süt"", ""pudra şekeri"", ""vanilya özü"", ""pudra şekeri"")",3,13,155.2,4.5,1.2,23.4,186.8,28.2,0.8,19.8,2.4,"C (""Fırını 350 dereceye kadar Fahrenheit'e önceden ısıtın."", ""Muffin bardaklarını pişirme spreyi ile püskürtün."", ""Büyük kasede kek karışımı, su ve yumurtaları birleştirin; 2-1/2 dakika boyunca bir elektrikli karıştırıcı ile çırpın.""""Hamuru eşit olarak üçte ikisi dolu muffin bardaklarına bölün."", ""20 ila 25 dakika pişirin veya merkeze yerleştirilen kürdan temiz çıkıncaya kadar."", ""Tavada 10 dakika soğumaya bırakın."", ""Tavadan çıkarın;10 dakika daha soğutun."",
""Bir kez kaynadıktan sonra, ısıyı alçaltın ve morseller eriyene kadar pişirin; ara sıra karıştırın."", ""Kazanı ateşten çıkarın ve 2 bardak pudra şekeri ve vanilya ile karıştırın.""Karışım; Cupcake'in üst yarısı. "","" Kalan pudra şekeri ile hafifçe serpin. "")"
215,Güveç Pot çikolata kabak fıstığı ekmek,PT3H10M,character(0),Hızlı ekmek,"C (""Ekmekler"", ""Meyve"", ""Sebze"", ""Fındık"", ""Haftam Gecesi"", ""<4 saat"")","C (""kısaltma"", ""şeker"", ""yumurtalar"", ""vanilya"", ""karbonat"", ""kabak"", ""süt"", ""un"", ""Ceviz"")",5,5,2867.8,120.7,32.5,429.4,1447.9,414.9,18,205,47.4,"C (""Krem Şeker ve Mikserde Kısalma, Yumurtalarda Bir Teker Yatırın, Vanilya Ekleyin. Diğer her şeyi ekleyin.""Testler Ahşap bir seçim. ""Beyaz şeker için 1 su bardağı kahverengi şeker için 1 çay kaşığı hindistan cevizi. ""
)"
216,Çikolata kaju yayılması,PT25M,character(0),Şekil,"C (""<30 dakika"", ""kolay"")","C (""tuzsuz kaju"", ""tereyağı"")",5,2,1833.6,170.7,79.3,244,676.8,74.4,7.6,37.4,25.1,"C (""Küçük bir ağır tencerede, çikolatayı çikolata erimeye başlayana kadar sürekli karıştırın. Çikolatayı hemen ısıdan çıkarın; pürüzsüz olana kadar karıştırın."", ""Hafifçe soğutun.Blender ve fındıklar, ""neredeyse pürüzsüz olana kadar""Kruvasanlara, keklere veya bisküvilere yayıldı. ""
)"
217,Çikolatalı Cheesecake Dip,PT55M,character(0),Tatlı,"C (""ücretsiz ..."", ""<60 dakika"")","C (""kuru üzüm"", ""brendi"", ""krem peynir"", ""vanilya özü"", ""koyu kahverengi şeker"", ""tarçın"")",4.5,2,779,61.9,38.6,179.6,388.9,48.9,2.4,38.5,11.6,"C (""Kuru üzüm ve brendi kuru üzüm kaplanana ve 15 dakika bekletilene kadar karıştırın."", ""Başka bir kasede, krem ​​peyniri çırpın ve kremayı iyice karıştırıp pürüzsüz hale getirin."", ""Vanilyayı iyice ekleyin."",,""Kahverengi şeker ve tarçınla karıştırın."", ""Sarhoş kuru üzüm ve çikolata parçalarını iyice karıştırın."", ""Hafif bir tarçın tozu ile süsleyin./4 fincan daldırma. "")"
218,Çikolatalı kurabiye pizza,PT40M,character(0),Tatlı,"C (""kurabiye ve kek"", ""çocuk dostu"", ""<60 dakika"", ""fırın"", ""kolay"")","C (""Fıstık"", ""Hindistan cevizi"")",2,12,264.2,11.2,4.3,10.8,96.6,38.9,1.2,9.4,2.6,"C (""Fırını 350 derece Fahrenheit'e önceden ısıtın."", ""Yapışmaz bir 12 \"" pizza tavasını yapışmaz pişirme spreyi ile kaplayın. "","" Çerez hamurunu hazırlanmış tavaya eşit olarak yay, düzlemek için parmaklarla bastırın. ""17 dakika veya kurabiye hamuru hafifçe kızarıncaya kadar. "","" Kurabiye pizzasının tel ızgarada pizza tavasında tamamen soğumaya bırakın."","" Korunmaların üzerine çikolatalı şeker, fıstık ve hindistancevizi serpin. "","" 12 pizza şeklindeki dilimlere kesin. ""
)"
